Rk,Player,Draft Team,Round,Pick,Draft Year,College,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
358,Tyler Herro,MIA,1,13,2019,Kentucky,2019-20,20,MIA,55,8,0,1508,270,631,154,333,116,298,87,100,16,208,224,121,34,9,87,76,743,.428,.462,.389,.870,.550,.520,G,herroty01
359,Kevin Hervey,OKC,2,57,2018,UT Arlington,2019-20,23,OKC,10,0,0,52,7,27,4,7,3,20,0,0,1,11,12,5,1,1,0,4,17,.259,.571,.150,,.315,.315,F,herveke01
360,Talen Horton-Tucker,ORL,2,46,2019,Iowa State,2019-20,19,LAL,6,1,0,81,14,30,10,17,4,13,2,4,2,5,7,6,8,1,6,10,34,.467,.588,.308,.500,.535,.533,G-F,hortota01
361,De'Andre Hunter,LAL,1,4,2019,Virginia,2019-20,22,ATL,63,62,0,2018,280,683,172,379,108,304,110,144,44,242,286,112,44,18,103,182,778,.410,.454,.355,.764,.521,.489,F,huntede01
362,Justin James,SAC,2,40,2019,Wyoming,2019-20,23,SAC,36,0,0,232,35,84,26,55,9,29,10,21,6,26,32,18,6,9,8,17,89,.417,.473,.310,.476,.477,.470,G,jamesju01
363,Ty Jerome,PHI,1,24,2019,Virginia,2019-20,22,PHO,31,0,0,328,38,113,24,63,14,50,12,16,7,39,46,44,15,3,18,29,102,.336,.381,.280,.750,.425,.398,G,jeromty01
364,Cameron Johnson,MIN,1,11,2019,North Carolina,2019-20,23,PHO,57,9,0,1255,176,405,70,133,106,272,46,57,49,138,187,69,36,20,32,88,504,.435,.526,.390,.807,.586,.565,F,johnsca02
365,Keldon Johnson,SAS,1,29,2019,Kentucky,2019-20,20,SAS,17,1,0,301,53,89,40,67,13,22,35,44,10,47,57,15,14,2,13,28,154,.596,.597,.591,.795,.711,.669,G,johnske04
366,Mfiondu Kabengele,NJN,1,27,2019,Florida State,2019-20,22,LAC,12,0,0,64,14,32,5,12,9,20,5,5,1,10,11,2,2,2,2,9,42,.438,.417,.450,1.000,.614,.578,F,kabenmf01
367,Romeo Langford,BOS,1,14,2019,Indiana,2019-20,20,BOS,32,2,0,370,28,80,23,53,5,27,18,25,15,26,41,13,8,8,11,33,79,.350,.434,.185,.720,.434,.381,G,langfro01
368,Nassir Little,POR,1,25,2019,North Carolina,2019-20,19,POR,48,5,0,573,65,151,51,92,14,59,28,44,31,77,108,22,13,14,15,72,172,.430,.554,.237,.636,.505,.477,F,littlna01
369,Terance Mann,LAC,2,48,2019,Florida State,2019-20,23,LAC,41,6,0,362,37,79,30,59,7,20,18,27,10,45,55,53,11,5,18,46,99,.468,.508,.350,.667,.545,.513,G-F,mannte01
370,Cody Martin,CHA,2,36,2019,Nevada,2019-20,24,CHO,48,3,0,903,89,207,71,130,18,77,42,65,38,120,158,95,39,9,44,78,238,.430,.546,.234,.646,.505,.473,G-F,martico01
371,Jalen McDaniels,CHA,2,52,2019,San Diego State,2019-20,22,CHO,16,0,0,293,33,70,24,46,9,24,14,17,15,50,65,13,8,3,11,36,89,.471,.522,.375,.824,.574,.536,F,mcdanja01
372,Ja Morant,MEM,1,2,2019,Murray State,2019-20,20,MEM,67,67,0,2074,447,937,387,758,60,179,239,308,51,208,259,488,58,18,220,110,1193,.477,.511,.335,.776,.556,.509,G,moranja01
373,Jaylen Nowell,MIN,2,43,2019,Washington,2019-20,20,MIN,15,0,0,151,19,53,16,27,3,26,16,17,3,10,13,19,3,1,3,11,57,.358,.593,.115,.941,.471,.387,G,nowelja01
374,KZ Okpala,PHO,2,32,2019,Stanford,2019-20,20,MIA,5,0,0,26,3,5,3,4,0,1,1,2,1,4,5,1,2,1,1,2,7,.600,.750,.000,.500,.595,.600,F,okpalkz01
375,Miye Oni,GSW,2,58,2019,Yale,2019-20,22,UTA,10,1,0,109,12,32,5,13,7,19,4,5,5,12,17,4,4,2,4,9,35,.375,.385,.368,.800,.512,.484,G,onimi01
376,Eric Paschall,GSW,2,41,2019,Villanova,2019-20,23,GSW,60,26,0,1654,318,640,281,511,37,129,164,212,82,193,275,127,32,13,94,125,837,.497,.550,.287,.774,.571,.526,F,pascher01
377,Anžejs Pasečņiks,ORL,1,25,2017,,2019-20,24,WAS,27,0,0,437,61,116,61,113,0,3,34,58,42,65,107,18,9,12,24,75,156,.526,.540,.000,.586,.551,.526,C,pasecan01
378,Jordan Poole,GSW,1,28,2019,Michigan,2019-20,20,GSW,57,14,0,1274,167,502,93,237,74,265,95,119,9,109,118,134,35,10,74,94,503,.333,.392,.279,.798,.454,.406,G,poolejo01
379,Kevin Porter Jr.,MIL,1,30,2019,Southern California,2019-20,19,CLE,50,3,0,1162,186,421,133,263,53,158,73,101,22,140,162,109,46,14,93,135,498,.442,.506,.335,.723,.535,.505,G,porteke02
380,Michael Porter Jr.,DEN,1,14,2018,Missouri,2019-20,21,DEN,55,8,0,903,195,383,133,236,62,147,60,72,66,193,259,46,27,25,49,100,512,.509,.564,.422,.833,.617,.590,F,portemi01
381,Cam Reddish,ATL,1,10,2019,Duke,2019-20,20,ATL,58,34,0,1551,213,554,130,304,83,250,101,126,35,181,216,87,62,28,96,132,610,.384,.428,.332,.802,.500,.459,F,reddica01
382,Isaiah Roby,DET,2,45,2019,Nebraska,2019-20,21,OKC,3,0,0,11,0,1,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,.000,.000,,,.000,.000,F,robyis01
383,Luka Šamanić,SAS,1,19,2019,,2019-20,20,SAS,3,1,0,48,5,16,2,8,3,8,3,4,1,9,10,6,0,2,2,6,16,.313,.250,.375,.750,.450,.406,F,samanlu01
384,Admiral Schofield,PHI,2,42,2019,Tennessee,2019-20,22,WAS,33,2,0,368,35,92,16,31,19,61,10,15,7,40,47,15,8,4,7,50,99,.380,.516,.311,.667,.502,.484,G-F,schofad01
385,Marial Shayok,PHI,2,54,2019,Iowa State,2019-20,24,PHI,4,0,0,28,3,12,1,6,2,6,3,4,1,6,7,1,0,1,3,4,11,.250,.167,.333,.750,.400,.333,G,shayoma01
386,Alen Smailagić,NOH,2,39,2019,,2019-20,19,GSW,14,0,0,139,20,40,17,27,3,13,16,19,10,17,27,13,3,4,11,14,59,.500,.630,.231,.842,.610,.538,F,smailal01
387,Matisse Thybulle,BOS,1,20,2019,Washington,2019-20,22,PHI,65,14,0,1287,112,265,56,108,56,157,25,41,44,63,107,79,94,47,51,141,305,.423,.519,.357,.610,.539,.528,G,thybuma01
388,P.J. Washington,CHA,1,12,2019,Kentucky,2019-20,21,CHO,58,57,0,1759,268,589,182,359,86,230,88,136,58,258,316,123,51,44,93,158,710,.455,.507,.374,.647,.547,.528,F,washipj01
389,Tremont Waters,BOS,2,51,2019,Louisiana State,2019-20,22,BOS,11,1,0,119,14,49,10,25,4,24,8,8,0,12,12,16,10,2,15,13,40,.286,.400,.167,1.000,.381,.327,G,watertr01
390,Quinndary Weatherspoon,SAS,2,49,2019,Mississippi State,2019-20,23,SAS,11,0,0,78,5,17,4,12,1,5,1,2,1,6,7,11,3,1,5,8,12,.294,.333,.200,.500,.336,.324,G,weathqu01
391,Coby White,CHI,1,7,2019,North Carolina,2019-20,19,CHI,65,1,0,1674,312,792,179,416,133,376,102,129,28,202,230,175,49,6,109,117,859,.394,.430,.354,.791,.506,.478,G,whiteco01
392,Grant Williams,BOS,1,22,2019,Tennessee,2019-20,21,BOS,69,5,0,1043,87,211,63,115,24,96,39,54,59,119,178,68,30,36,50,163,237,.412,.548,.250,.722,.505,.469,F,willigr01
393,Nigel Williams-Goss,UTA,2,55,2017,Gonzaga,2019-20,25,UTA,10,0,0,50,5,16,3,9,2,7,2,2,2,4,6,6,3,1,3,6,14,.313,.333,.286,1.000,.415,.375,G,willini01
394,Zion Williamson,NOH,1,1,2019,Duke,2019-20,19,NOP,24,24,0,668,210,360,204,346,6,14,114,178,64,86,150,50,16,9,59,42,540,.583,.590,.429,.640,.616,.592,F-C,willizi01
395,Justin Wright-Foreman,UTA,2,53,2019,Hofstra,2019-20,22,UTA,4,0,0,45,7,20,5,10,2,10,3,4,0,5,5,7,2,0,3,5,19,.350,.500,.200,.750,.437,.400,G,wrighju02
396,Grayson Allen,UTA,1,21,2018,Duke,2018-19,23,UTA,38,2,0,416,67,178,35,79,32,99,45,60,3,20,23,25,6,6,33,47,211,.376,.443,.323,.750,.516,.466,G,allengr01
397,Kostas Antetokounmpo,PHI,2,60,2018,Dayton,2018-19,21,DAL,2,0,0,11,0,3,0,3,0,0,2,4,0,1,1,0,2,0,1,0,2,.000,.000,,.500,.210,.000,F,antetko01
398,Deandre Ayton,PHO,1,1,2018,Arizona,2018-19,20,PHO,71,70,0,2183,509,870,509,866,0,4,141,189,223,506,729,125,61,67,126,209,1159,.585,.588,.000,.746,.608,.585,C,aytonde01
399,Marvin Bagley III,SAC,1,2,2018,Duke,2018-19,19,SAC,62,4,0,1567,356,706,326,610,30,96,181,262,162,309,471,62,33,59,98,120,923,.504,.534,.313,.691,.562,.525,F-C,baglema01
400,Mo Bamba,ORL,1,6,2018,Texas,2018-19,20,ORL,47,1,0,766,117,243,96,173,21,70,37,63,64,169,233,39,13,64,43,102,292,.481,.555,.300,.587,.539,.525,C,bambamo01
401,Keita Bates-Diop,MIN,2,48,2018,Ohio State,2018-19,23,MIN,30,3,0,503,60,142,47,90,13,52,18,28,16,67,83,17,18,14,14,29,151,.423,.522,.250,.643,.489,.468,F,bateske01
402,Jaron Blossomgame,SAS,2,59,2017,Clemson,2018-19,25,CLE,27,4,0,439,47,106,37,67,10,39,10,13,26,72,98,13,7,8,11,20,114,.443,.552,.256,.769,.510,.491,F,blossja01
403,Jonah Bolden,PHI,2,36,2017,,2018-19,23,PHI,44,10,0,639,80,162,46,66,34,96,13,27,47,118,165,40,17,39,36,99,207,.494,.697,.354,.481,.595,.599,F,boldejo01
404,Isaac Bonga,PHI,2,39,2018,,2018-19,19,LAL,22,0,0,120,5,33,5,25,0,8,9,15,9,16,25,15,9,4,6,9,19,.152,.200,.000,.600,.240,.152,G,bongais01
405,Mikal Bridges,PHI,1,10,2018,Villanova,2018-19,22,PHO,82,56,0,2417,242,563,137,250,105,313,95,118,56,208,264,173,129,38,70,201,684,.430,.548,.335,.805,.556,.523,F-G,bridgmi01
406,Miles Bridges,LAC,1,12,2018,Michigan State,2018-19,20,CHO,80,25,0,1696,237,511,172,311,65,200,58,77,67,256,323,95,55,49,50,111,597,.464,.553,.325,.753,.548,.527,G-F,bridgmi02
407,Bruce Brown,DET,2,42,2018,Miami (FL),2018-19,22,DET,74,56,0,1449,125,314,101,221,24,93,45,60,48,137,185,91,40,36,46,178,319,.398,.457,.258,.750,.469,.436,G-F,brownbr01
408,Troy Brown Jr.,WAS,1,15,2018,Oregon,2018-19,19,WAS,52,10,0,730,97,234,75,165,22,69,32,47,35,110,145,80,21,5,30,56,248,.415,.455,.319,.681,.487,.462,G-F,browntr01
409,Jalen Brunson,DAL,2,33,2018,Villanova,2018-19,22,DAL,73,38,0,1591,264,565,201,384,63,181,87,120,25,144,169,230,37,4,88,127,678,.467,.523,.348,.725,.549,.523,G,brunsja01
410,Jevon Carter,MEM,2,32,2018,West Virginia,2018-19,23,MEM,39,3,0,577,56,185,22,83,34,102,26,32,14,52,66,69,26,11,33,55,172,.303,.265,.333,.813,.432,.395,G,carteje01
411,Wendell Carter Jr.,CHI,1,7,2018,Duke,2018-19,19,CHI,44,44,0,1110,180,371,174,339,6,32,89,112,87,220,307,78,26,58,65,152,455,.485,.513,.188,.795,.541,.493,C,cartewe01
412,Hamidou Diallo,NJN,2,45,2018,Kentucky,2018-19,20,OKC,51,3,0,526,75,165,71,141,4,24,36,59,38,59,97,17,21,10,23,77,190,.455,.504,.167,.610,.497,.467,G,diallha01
413,Donte DiVincenzo,MIL,1,17,2018,Villanova,2018-19,22,MIL,27,0,0,411,50,124,28,41,22,83,9,12,16,49,65,31,13,6,19,38,131,.403,.683,.265,.750,.507,.492,G,divindo01
414,Luka Dončić,ATL,1,3,2018,,2018-19,19,DAL,72,72,0,2318,506,1186,338,672,168,514,346,485,86,477,563,429,77,25,247,137,1526,.427,.503,.327,.713,.545,.497,G-F,doncilu01
415,Vince Edwards,UTA,2,52,2018,Purdue,2018-19,22,HOU,2,0,0,16,1,4,0,0,1,4,0,0,1,1,2,0,0,0,0,0,3,.250,,.250,,.375,.375,F,edwarvi01
416,Jacob Evans,GSW,1,28,2018,Cincinnati,2018-19,21,GSW,30,1,0,204,18,53,14,38,4,15,0,1,6,19,25,23,5,3,11,28,40,.340,.368,.267,.000,.374,.377,G-F,evansja02
417,Melvin Frazier,ORL,2,35,2018,Tulane,2018-19,22,ORL,10,0,0,44,7,21,7,15,0,6,1,4,3,2,5,1,1,0,1,6,15,.333,.467,.000,.250,.330,.333,G,frazime01
418,Harry Giles,POR,1,20,2017,Duke,2018-19,20,SAC,58,0,0,820,175,348,175,342,0,6,58,91,66,156,222,85,31,22,73,150,408,.503,.512,.000,.637,.526,.503,F-C,gilesha01
419,Shai Gilgeous-Alexander,CHA,1,11,2018,Kentucky,2018-19,20,LAC,82,73,0,2174,341,716,290,577,51,139,156,195,57,175,232,270,96,45,141,175,889,.476,.503,.367,.800,.554,.512,G,gilgesh01
420,Devonte' Graham,ATL,2,34,2018,Kansas,2018-19,23,CHO,46,3,0,676,74,216,40,95,34,121,35,46,10,53,63,121,23,2,30,48,217,.343,.421,.281,.761,.459,.421,G,grahade01
421,Isaiah Hartenstein,HOU,2,43,2017,,2018-19,20,HOU,28,0,0,221,20,41,18,35,2,6,11,14,21,26,47,15,7,12,13,56,53,.488,.514,.333,.786,.562,.512,F,harteis01
422,Aaron Holiday,IND,1,23,2018,UCLA,2018-19,22,IND,50,0,0,646,105,262,62,135,43,127,41,50,5,62,67,87,21,13,40,71,294,.401,.459,.339,.820,.518,.483,G,holidaa01
423,Kevin Huerter,ATL,1,19,2018,Maryland,2018-19,20,ATL,75,59,0,2048,275,657,139,304,136,353,41,56,60,185,245,214,65,25,109,155,727,.419,.457,.385,.732,.533,.522,G,huertke01
424,Chandler Hutchison,CHI,1,22,2018,Boise State,2018-19,22,CHI,44,14,0,895,96,209,82,159,14,50,23,38,31,154,185,34,23,6,25,59,229,.459,.516,.280,.605,.507,.493,G,hutchch01
425,Frank Jackson,CHA,2,31,2017,Duke,2018-19,20,NOP,61,16,0,1169,194,447,141,278,53,169,54,73,25,109,134,69,25,2,48,92,495,.434,.507,.314,.740,.517,.493,G,jacksfr01
426,Jaren Jackson Jr.,MEM,1,4,2018,Michigan State,2018-19,19,MEM,58,56,0,1515,298,589,247,447,51,142,151,197,73,199,272,64,52,82,98,220,798,.506,.553,.359,.766,.591,.549,F,jacksja02
427,Alize Johnson,IND,2,50,2018,Missouri State,2018-19,22,IND,14,0,0,64,4,16,3,14,1,2,4,8,4,15,19,1,1,3,0,7,13,.250,.214,.500,.500,.333,.281,F,johnsal02
428,George King,PHO,2,59,2018,Colorado,2018-19,25,PHO,1,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,G-F,kingge03
429,Kevin Knox,NYK,1,9,2018,Kentucky,2018-19,19,NYK,75,57,0,2158,338,914,213,550,125,364,162,226,61,274,335,82,43,24,114,175,963,.370,.387,.343,.717,.475,.438,F,knoxke01
430,Rodions Kurucs,NJN,2,40,2018,,2018-19,20,BRK,63,46,0,1294,202,449,144,265,58,184,72,92,56,190,246,52,41,25,77,146,534,.450,.543,.315,.783,.545,.514,F,kurucro01
431,De'Anthony Melton,HOU,2,46,2018,Southern California,2018-19,20,PHO,50,31,0,984,100,256,71,161,29,95,21,28,25,109,134,159,68,23,75,113,250,.391,.441,.305,.750,.466,.447,G,meltode01
432,Chimezie Metu,SAS,2,49,2018,Southern California,2018-19,21,SAS,29,0,0,145,19,58,19,56,0,2,13,17,9,27,36,13,6,2,15,14,51,.328,.339,.000,.765,.389,.328,F-C,metuch01
433,Shake Milton,DAL,2,54,2018,SMU,2018-19,22,PHI,20,0,0,268,34,87,20,43,14,44,5,7,9,26,35,18,8,8,6,29,87,.391,.465,.318,.714,.483,.471,G,miltosh01
434,Džanan Musa,NJN,1,29,2018,,2018-19,19,BRK,9,0,0,39,9,22,8,12,1,10,0,2,1,4,5,2,2,0,4,1,19,.409,.667,.100,.000,.415,.432,G-F,musadz01
435,Svi Mykhailiuk,LAL,2,47,2018,Kansas,2018-19,21,DETLAL,42,0,0,440,46,140,17,51,29,89,12,20,9,27,36,37,14,1,21,25,133,.329,.333,.326,.600,.447,.432,G-F,mykhasv01
436,Elie Okobo,PHO,2,31,2018,,2018-19,21,PHO,53,16,0,958,114,290,75,158,39,132,37,47,12,86,98,127,32,7,69,109,304,.393,.475,.295,.787,.489,.460,G,okoboel01
437,Josh Okogie,MIN,1,20,2018,Georgia Tech,2018-19,20,MIN,74,52,0,1757,196,508,136,293,60,215,118,162,41,177,218,91,88,33,63,166,570,.386,.464,.279,.728,.492,.445,G,okogijo01
438,Jerome Robinson,LAC,1,13,2018,Boston College,2018-19,21,LAC,33,0,0,320,44,110,26,53,18,57,6,9,3,38,41,19,11,3,13,46,112,.400,.491,.316,.667,.491,.482,G,robinje01
439,Mitchell Robinson,NYK,2,36,2018,,2018-19,20,NYK,66,19,0,1360,202,291,202,291,0,0,81,135,177,246,423,37,52,161,35,217,485,.694,.694,,.600,.692,.694,C,robinmi01
440,Collin Sexton,CLE,1,8,2018,Alabama,2018-19,20,CLE,82,72,0,2605,519,1206,400,910,119,296,214,255,57,179,236,243,44,6,185,186,1371,.430,.440,.402,.839,.520,.480,G,sextoco01
441,Landry Shamet,PHI,1,26,2018,Wichita State,2018-19,21,LACPHI,79,27,0,1802,240,557,73,161,167,396,75,93,21,113,134,117,37,10,45,155,722,.431,.453,.422,.806,.604,.581,G,shamela01
442,Anfernee Simons,POR,1,24,2018,,2018-19,19,POR,20,1,0,141,28,63,18,34,10,29,9,16,3,10,13,13,1,0,11,9,75,.444,.529,.345,.563,.535,.524,G,simonan01
443,Zhaire Smith,PHO,1,16,2018,Texas Tech,2018-19,19,PHI,6,2,0,111,14,34,8,18,6,16,6,8,3,10,13,10,2,2,6,8,40,.412,.444,.375,.750,.533,.500,G,smithzh01
444,Ray Spalding,PHI,2,56,2018,Louisville,2018-19,21,DALPHO,14,3,0,148,25,47,25,44,0,3,4,12,15,33,48,5,9,8,9,23,54,.532,.568,.000,.333,.516,.532,F,spaldra01
445,Omari Spellman,ATL,1,30,2018,Villanova,2018-19,21,ATL,46,11,0,805,98,244,54,116,44,128,32,45,72,122,194,47,26,25,31,67,272,.402,.466,.344,.711,.516,.492,F,spellom01
446,Khyri Thomas,PHI,2,38,2018,Creighton,2018-19,22,DET,26,0,0,195,22,69,12,34,10,35,7,11,4,16,20,8,7,5,4,22,61,.319,.353,.286,.636,.413,.391,G,thomakh01
447,Gary Trent Jr.,SAC,2,37,2018,Duke,2018-19,20,POR,15,1,0,111,16,50,11,29,5,21,3,7,1,10,11,5,1,2,4,4,40,.320,.379,.238,.429,.377,.370,G,trentga02
448,Jarred Vanderbilt,ORL,2,41,2018,Kentucky,2018-19,19,DEN,17,0,0,69,9,19,9,18,0,1,6,10,7,16,23,3,6,1,8,8,24,.474,.500,.000,.600,.513,.474,F,vandeja01
449,Moritz Wagner,LAL,1,25,2018,Michigan,2018-19,21,LAL,43,5,0,446,71,171,49,94,22,77,43,53,17,68,85,24,11,13,39,57,207,.415,.521,.286,.811,.533,.480,F-C,wagnemo01
450,Lonnie Walker IV,SAS,1,18,2018,Miami (FL),2018-19,20,SAS,17,0,0,118,16,46,11,33,5,13,8,10,0,17,17,9,7,3,4,7,45,.348,.333,.385,.800,.446,.402,G,walkelo01
451,Thomas Welsh,DEN,2,58,2018,UCLA,2018-19,22,DEN,11,0,0,36,7,13,4,6,3,7,1,2,0,4,4,5,0,0,1,3,18,.538,.667,.429,.500,.648,.654,C,welshth01
452,Robert Williams,BOS,1,27,2018,Texas A&M,2018-19,21,BOS,32,2,0,283,36,51,36,51,0,0,9,15,27,54,81,7,9,40,10,36,81,.706,.706,,.600,.703,.706,C-F,williro04
453,Trae Young,DAL,1,5,2018,Oklahoma,2018-19,20,ATL,81,81,0,2503,525,1256,369,774,156,482,343,414,64,237,301,653,72,15,308,140,1549,.418,.477,.324,.829,.539,.480,G,youngtr01
454,Bam Adebayo,MIA,1,14,2017,Kentucky,2017-18,20,MIA,69,19,0,1368,174,340,174,333,0,7,129,179,118,263,381,101,32,41,66,138,477,.512,.523,.000,.721,.570,.512,C-F,adebaba01
455,Jarrett Allen,NJN,1,22,2017,Texas,2017-18,19,BRK,72,31,0,1441,234,397,229,382,5,15,114,147,144,244,388,49,28,88,82,147,587,.589,.599,.333,.776,.636,.596,C-F,allenja01
456,Kadeem Allen,BOS,2,53,2017,Arizona,2017-18,25,BOS,18,1,0,107,6,22,6,11,0,11,7,9,4,7,11,12,3,2,9,15,19,.273,.545,.000,.778,.366,.273,G,allenka01
457,Ike Anigbogu,IND,2,47,2017,UCLA,2017-18,19,IND,11,0,0,30,4,9,4,9,0,0,5,6,5,4,9,0,1,3,2,1,13,.444,.444,,.833,.558,.444,F-C,anigbik01
458,OG Anunoby,TOR,1,23,2017,Indiana,2017-18,20,TOR,74,62,0,1481,163,346,90,149,73,197,39,62,44,140,184,55,52,14,45,130,438,.471,.604,.371,.629,.587,.577,F,anunoog01
459,Dwayne Bacon,NOH,2,40,2017,Florida State,2017-18,22,CHO,53,6,0,713,72,192,61,149,11,43,20,25,4,120,124,38,16,2,23,46,175,.375,.409,.256,.800,.431,.404,G,bacondw01
460,Lonzo Ball,LAL,1,2,2017,UCLA,2017-18,20,LAL,52,50,0,1780,203,564,113,269,90,295,32,71,69,291,360,376,88,43,136,117,528,.360,.420,.305,.451,.444,.440,G,balllo01
461,Jordan Bell,CHI,2,38,2017,Oregon,2017-18,23,GSW,57,13,0,809,116,185,116,181,0,4,30,44,60,147,207,102,35,56,51,92,262,.627,.641,.000,.682,.641,.627,F,belljo01
462,Jabari Bird,BOS,2,56,2017,California,2017-18,23,BOS,13,1,0,115,15,26,12,19,3,7,6,13,6,13,19,8,3,1,8,7,39,.577,.632,.429,.462,.615,.635,G,birdja01
463,Bogdan Bogdanović,PHO,1,27,2014,,2017-18,25,SAC,78,52,0,2175,344,772,215,443,129,329,100,119,31,192,223,258,72,16,125,172,917,.446,.485,.392,.840,.556,.529,G,bogdabo01
464,Tony Bradley,LAL,1,28,2017,North Carolina,2017-18,20,UTA,9,0,0,29,3,11,3,10,0,1,2,2,4,7,11,1,0,0,0,1,8,.273,.300,.000,1.000,.337,.273,F-C,bradlto01
465,Dillon Brooks,HOU,2,45,2017,Oregon,2017-18,22,MEM,82,74,0,2350,340,772,246,508,94,264,124,166,49,208,257,135,73,17,124,233,898,.440,.484,.356,.747,.531,.501,F-G,brookdi01
466,Sterling Brown,PHI,2,46,2017,SMU,2017-18,22,MIL,54,4,0,776,82,205,50,114,32,91,21,24,27,116,143,25,31,13,25,80,217,.400,.439,.352,.875,.503,.478,G,brownst02
467,Thomas Bryant,UTA,2,42,2017,Indiana,2017-18,20,LAL,15,0,0,72,8,21,7,11,1,10,5,9,3,14,17,6,1,2,2,6,22,.381,.636,.100,.556,.441,.405,C,bryanth01
468,John Collins,ATL,1,19,2017,Wake Forest,2017-18,20,ATL,74,26,0,1785,314,545,298,498,16,47,133,186,176,365,541,98,47,80,105,215,777,.576,.598,.340,.715,.620,.591,F,collijo01
469,Zach Collins,SAC,1,10,2017,Gonzaga,2017-18,20,POR,66,1,0,1045,115,289,80,176,35,113,27,42,45,176,221,52,17,31,58,133,292,.398,.455,.310,.643,.475,.458,C-F,colliza01
470,Tyler Dorsey,ATL,2,41,2017,Oregon,2017-18,21,ATL,56,5,0,974,144,382,72,183,72,199,45,63,17,113,130,79,17,5,37,63,405,.377,.393,.362,.714,.494,.471,G,dorsety01
471,Damyean Dotson,NYK,2,44,2017,Oregon,2017-18,23,NYK,44,2,0,474,72,161,50,93,22,68,16,23,9,75,84,31,12,2,17,34,182,.447,.538,.324,.696,.532,.516,G,dotsoda01
472,Jawun Evans,PHI,2,39,2017,Oklahoma State,2017-18,21,LAC,48,4,0,778,89,253,74,199,15,54,38,49,9,75,84,100,36,6,44,97,231,.352,.372,.278,.776,.421,.381,G,evansja01
473,Terrance Ferguson,OKC,1,21,2017,,2017-18,19,OKC,61,12,0,763,70,169,30,49,40,120,9,10,19,28,47,19,24,10,11,83,189,.414,.612,.333,.900,.545,.533,G-F,fergute01
474,De'Aaron Fox,SAC,1,5,2017,Kentucky,2017-18,20,SAC,73,61,0,2026,328,797,281,644,47,153,141,195,33,171,204,320,70,20,173,163,844,.412,.436,.307,.723,.478,.441,G,foxde01
475,Markelle Fultz,PHI,1,1,2017,Washington,2017-18,19,PHI,14,0,0,253,45,111,45,110,0,1,10,21,11,32,43,53,12,4,17,22,100,.405,.409,.000,.476,.416,.405,G,fultzma01
476,Daniel Hamilton,DEN,2,56,2016,Connecticut,2017-18,22,OKC,6,0,0,28,5,11,3,6,2,5,0,0,0,5,5,8,1,0,2,2,12,.455,.500,.400,,.545,.545,G-F,hamilda02
477,Josh Hart,UTA,1,30,2017,Villanova,2017-18,22,LAL,63,23,0,1461,176,375,98,178,78,197,66,94,42,221,263,80,47,16,47,107,496,.469,.551,.396,.702,.596,.573,G,hartjo01
478,Jonathan Isaac,ORL,1,6,2017,Florida State,2017-18,20,ORL,27,10,0,536,55,145,39,99,16,46,19,25,16,83,99,18,33,30,27,48,145,.379,.394,.348,.760,.465,.434,F,isaacjo01
479,Wes Iwundu,ORL,2,33,2017,Kansas State,2017-18,23,ORL,62,12,0,1020,93,218,84,172,9,46,34,47,36,101,137,57,33,12,30,81,229,.427,.488,.196,.723,.480,.447,F,iwundwe01
480,Josh Jackson,PHO,1,4,2017,Kansas,2017-18,20,PHO,77,35,0,1959,389,932,332,715,57,217,177,279,95,256,351,119,80,35,146,218,1012,.417,.464,.263,.634,.480,.448,F-G,jacksjo02
481,Justin Jackson,POR,1,15,2017,North Carolina,2017-18,22,SAC,68,41,0,1506,185,419,128,234,57,185,26,36,27,160,187,74,28,13,40,81,453,.442,.547,.308,.722,.521,.510,G-F,jacksju01
482,Dakari Johnson,OKC,2,48,2015,Kentucky,2017-18,22,OKC,31,6,0,161,22,39,22,39,0,0,11,20,16,18,34,8,6,8,3,27,55,.564,.564,,.550,.575,.564,C,johnsda04
483,Luke Kennard,DET,1,12,2017,Duke,2017-18,21,DET,73,9,0,1463,206,465,125,270,81,195,65,76,21,155,176,124,44,13,69,86,558,.443,.463,.415,.855,.560,.530,G,kennalu01
484,Furkan Korkmaz,PHI,1,26,2016,,2017-18,20,PHI,14,0,0,80,8,28,3,11,5,17,2,4,2,9,11,4,2,1,2,12,23,.286,.273,.294,.500,.386,.375,G,korkmfu01
485,Kyle Kuzma,NJN,1,27,2017,Utah,2017-18,22,LAL,77,37,0,2401,468,1039,309,605,159,434,147,208,88,395,483,141,49,34,140,160,1242,.450,.511,.366,.707,.549,.527,F,kuzmaky01
486,T.J. Leaf,IND,1,18,2017,UCLA,2017-18,20,IND,53,0,0,459,64,136,46,94,18,42,10,16,29,53,82,9,5,4,10,45,156,.471,.489,.429,.625,.545,.537,F,leaftj01
487,Tyler Lydon,UTA,1,24,2017,Syracuse,2017-18,21,DEN,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,F,lydonty01
