player_id,player,draft_year,rookie_season,age,height_in,weight_lbs,position,games,minutes,mpg,usg_pct,pts,reb,ast,stl,blk,tov,fga,fgm,fg_pct,fg3a,fg3m,fg3_pct,fta,ftm,ft_pct,ftr,off_rating,def_rating,net_rating,pace,bpm,vorp
2417.0,Qyntel Woods,2002.0,2003,,80.0,220.0,Forward-Guard,53,334.9783333333333,6.320345911949686,,128.0,53.0,12.0,15.0,1.0,23.0,118.0,59.0,0.5,9.0,3.0,0.333,20.0,7.0,0.35,0.1694915254237288,,,,,,
2428.0,Vincent Yarbrough,2002.0,2003,,79.0,210.0,Forward,59,1379.2516666666668,23.377146892655368,,406.0,162.0,130.0,57.0,33.0,81.0,428.0,168.0,0.393,78.0,21.0,0.269,62.0,49.0,0.79,0.1448598130841121,,,,,,
2429.0,Dan Gadzuric,2002.0,2003,,83.0,240.0,Center,49,759.3583333333333,15.497108843537417,,169.0,197.0,9.0,22.0,52.0,27.0,145.0,70.0,0.483,1.0,0.0,0.0,56.0,29.0,0.518,0.3862068965517241,,,,,,
2430.0,Carlos Boozer,2002.0,2003,,81.0,258.0,Forward,81,2047.9583333333333,25.28343621399177,,810.0,609.0,106.0,59.0,50.0,103.0,618.0,331.0,0.536,1.0,0.0,0.0,192.0,148.0,0.771,0.3106796116504854,,,,,,
2437.0,Lonny Baxter,2002.0,2003,,80.0,260.0,Forward,55,683.6466666666666,12.429939393939394,,262.0,165.0,16.0,9.0,22.0,46.0,206.0,96.0,0.466,2.0,0.0,0.0,103.0,70.0,0.68,0.5,,,,,,
2446.0,Rasual Butler,2002.0,2003,,79.0,215.0,Forward,72,1515.2966666666666,21.04578703703704,,540.0,186.0,93.0,21.0,43.0,77.0,572.0,207.0,0.362,171.0,50.0,0.292,104.0,76.0,0.731,0.1818181818181818,,,,,,
2544.0,LeBron James,2003.0,2004,,81.0,250.0,Forward,79,3126.865,39.580569620253165,,1654.0,432.0,465.0,130.0,58.0,273.0,1492.0,622.0,0.417,217.0,63.0,0.29,460.0,347.0,0.754,0.3083109919571045,,,,,,
2546.0,Carmelo Anthony,2003.0,2004,,79.0,238.0,Forward,82,2991.2316666666666,36.47843495934959,,1725.0,498.0,227.0,97.0,41.0,247.0,1465.0,624.0,0.426,214.0,69.0,0.322,525.0,408.0,0.777,0.3583617747440273,,,,,,
2547.0,Chris Bosh,2003.0,2004,,83.0,235.0,Forward,75,2516.485,33.553133333333335,,861.0,557.0,78.0,59.0,106.0,107.0,712.0,327.0,0.459,14.0,5.0,0.357,288.0,202.0,0.701,0.4044943820224719,,,,,,
2548.0,Dwyane Wade,2003.0,2004,,76.0,220.0,Guard,61,2135.85,35.013934426229504,,991.0,247.0,275.0,86.0,34.0,196.0,798.0,371.0,0.465,53.0,16.0,0.302,312.0,233.0,0.747,0.3909774436090225,,,,,,
2549.0,Chris Kaman,2003.0,2004,,84.0,265.0,Center,82,1850.2966666666664,22.56459349593496,,499.0,461.0,85.0,23.0,73.0,155.0,435.0,200.0,0.46,2.0,0.0,0.0,142.0,99.0,0.697,0.3264367816091954,,,,,,
2550.0,Kirk Hinrich,2003.0,2004,,76.0,190.0,Guard,76,2709.268333333333,35.64826754385965,,915.0,259.0,517.0,101.0,21.0,204.0,823.0,318.0,0.386,369.0,144.0,0.39,168.0,135.0,0.804,0.2041312272174969,,,,,,
2551.0,T.J. Ford,2003.0,2004,,72.0,165.0,Guard,55,1484.0883333333334,26.98342424242424,,391.0,177.0,356.0,60.0,3.0,139.0,398.0,153.0,0.384,21.0,5.0,0.238,98.0,80.0,0.816,0.2462311557788944,,,,,,
2553.0,Jarvis Hayes,2003.0,2004,,80.0,228.0,Forward,70,2043.963333333333,29.19947619047619,,673.0,264.0,106.0,71.0,11.0,110.0,695.0,278.0,0.4,131.0,40.0,0.305,98.0,77.0,0.786,0.1410071942446043,,,,,,
2556.0,Marcus Banks,2003.0,2004,,74.0,205.0,Guard,81,1377.5166666666669,17.006378600823044,,480.0,133.0,175.0,88.0,13.0,125.0,442.0,177.0,0.4,86.0,27.0,0.314,131.0,99.0,0.756,0.2963800904977375,,,,,,
2560.0,Žarko Čabarkapa,2003.0,2004,,83.0,230.0,Forward-Center,49,574.5916666666667,11.726360544217687,,203.0,99.0,40.0,10.0,13.0,54.0,197.0,81.0,0.411,32.0,6.0,0.188,53.0,35.0,0.66,0.2690355329949238,,,,,,
2561.0,David West,2003.0,2004,,81.0,250.0,Forward,71,929.0383333333332,13.085046948356808,,273.0,297.0,60.0,27.0,28.0,48.0,228.0,108.0,0.474,2.0,0.0,0.0,80.0,57.0,0.713,0.3508771929824561,,,,,,
2562.0,Sasha Pavlović,2003.0,2004,,79.0,235.0,Guard-Forward,79,1136.5083333333334,14.386181434599155,,382.0,159.0,60.0,41.0,16.0,67.0,376.0,149.0,0.396,70.0,19.0,0.271,84.0,65.0,0.774,0.2234042553191489,,,,,,
2564.0,Boris Diaw,2003.0,2004,,80.0,250.0,Center-Forward,76,1915.235,25.200460526315787,,342.0,342.0,182.0,59.0,37.0,126.0,313.0,140.0,0.447,26.0,6.0,0.231,93.0,56.0,0.602,0.2971246006389776,,,,,,
2565.0,Zoran Planinić,2003.0,2004,,,,,49,466.7433333333333,9.525374149659864,,153.0,55.0,68.0,13.0,3.0,36.0,129.0,53.0,0.411,32.0,9.0,0.281,60.0,38.0,0.633,0.4651162790697674,,,,,,
